StopID,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P,x,y
46382, , ,12,outbound,forward facing back of curb, , ,1437451.577934838132933,503698.328426152409520
46383, , ,12,inbound,forward facing back of sidewalk,sidewalk, ,1437309.142852251650766,503363.231983500940260
46384, , ,"43, 55",not applicable,forward facing back of curb,sidewalk, ,1437205.144700668053702,503667.327831994800363
46388, , ,60,inbound,forward facing back of curb,sidewalk, ,1425838.396436831913888,529060.277045999770053
46389, , ,60,inbound,forward facing back of curb,sidewalk, ,1426636.922070768661797,527269.911532246740535
46393, , ,211,inbound,forward facing edge of pavement, , ,1468121.973614929011092,559905.109713162062690
46401, , ,18,outbound,forward facing edge of pavement,sidewalk, ,1421935.893415080616251,561444.190296425600536
46402, , ,"18, 34",inbound,forward facing edge of pavement, , ,1421870.601550929946825,561509.531373083824292
46405, , ,52x,outbound,forward facing back of curb,sidewalk, ,1489360.034813263686374,523063.822175413137302
46406, , ,52x,not applicable,forward facing back of curb,sidewalk, ,1489248.156100012362003,521877.666411248850636
46408, , ,42,outbound,forward facing back of curb, , ,1436493.037857168586925,494638.974497661518399
46409, , ,42,outbound,forward facing back of sidewalk,sidewalk, ,1436176.797347927000374,493819.053893405536655
46410, , ,42,outbound,forward facing back of sidewalk,sidewalk, ,1435740.663377680815756,492689.464617168647237
46411, , ,42,outbound,forward facing back of sidewalk,sidewalk, ,1435602.802761009428650,492000.477806158130988
46412, ,Shelter,7,not applicable,forward facing back of curb,sidewalk, ,1450458.522065258584917,585669.095258589833975
46413, , ,7,outbound,forward facing back of curb,sidewalk, ,1449479.697251252364367,585462.688519146060571
46414,Bench, ,30,not applicable,forward facing back of curb,sidewalk, ,1431110.575196927180514,545729.375925574684516
46415, , ,"22, 26",outbound,rear facing back of curb,sidewalk, ,1450349.331666833721101,545527.223442741204053
46416, , ,"11, 21",inbound,forward facing back of sidewalk,sidewalk, ,1453866.538543172646314,546480.330132337752730
46417, , ,22,outbound,forward facing back of curb,sidewalk, ,1463327.255186013411731,565169.962700494681485
46418,Bench, ,10,inbound,forward facing back of curb,sidewalk, ,1426879.761480083921924,535827.847828405094333
46419, , ,"18, 34",inbound,forward facing edge of pavement, , ,1423486.981520258588716,558010.771638332400471
46420, , ,18,outbound,forward facing edge of pavement, , ,1423577.710997587069869,558101.466010736534372
46421, , ,8,inbound,forward facing back of curb, , ,1432862.890261835185811,549977.666969669517130
46422, , ,43,outbound,forward facing back of curb,sidewalk, ,1444076.108320930041373,502494.963378820277285
46423, , ,16,inbound,forward facing back of sidewalk,sidewalk, ,1430760.382983932271600,522051.031550083891489
46426, , ,7,inbound,forward facing edge of pavement,sidewalk, ,1444827.017252170480788,572375.890873919706792
46431, , ,7,inbound,forward facing back of curb,sidewalk, ,1450628.177893930580467,583738.122742590843700
46432, , ,7,outbound,forward facing edge of pavement, , ,1450652.980993920005858,583612.077719083288684
46434, , ,7,inbound,forward facing edge of pavement, , ,1450365.944822588004172,577373.108241668087430
46435, , ,7,outbound,forward facing edge of pavement, , ,1450410.901097513269633,577303.839679400669411
46438, , ,53x, ,forward facing back of curb,sidewalk, ,1446683.706124083837494,588373.809665413806215
46439, , ,"53x, 7, 99",outbound,forward facing back of curb,sidewalk, ,1446330.799677675357088,587332.042720089317299
46440, , ,77x,not applicable,forward facing back of curb,sidewalk, ,1446257.019641511142254,642866.850285420194268
46441, , ,"77x, 99",not applicable,forward facing back of curb,sidewalk, ,1446202.797309005167335,642927.931528079323471
46444, , ,57,outbound,forward facing back of curb,sidewalk, ,1431018.874592922395095,510232.564045326551422
46445, , ,57,not applicable,forward facing back of curb,sidewalk, ,1432732.092951260041445,512320.100880751560908
46446, , ,57,not applicable,forward facing edge of pavement,sidewalk, ,1432075.092296757968143,512049.107656329986639
46447, , ,57,not applicable,forward facing back of curb, , ,1432707.033946253126487,512276.170850492955651
46448, , ,57,not applicable,forward facing back of curb, , ,1432061.959120916435495,511987.842030826956034
46449,Bench, ,18,outbound,forward facing back of curb, , ,1427767.044154336676002,559133.771360836108215
46451, , ,97,outbound,forward facing edge of pavement, , ,1451257.624797752359882,645331.195094253402203
46452, , ,97,outbound,forward facing edge of pavement,sidewalk, ,1450904.009035177528858,645314.832594160456210
46453, , ,97,outbound,forward facing edge of pavement,sidewalk, ,1448730.177096761995926,644146.020299245486967
46454, , ,"77x, 99",inbound,forward facing edge of pavement,sidewalk, ,1445540.183476752368733,641866.112129410146736
46455, , ,99,inbound,forward facing edge of pavement, , ,1448774.833503507310525,642391.662587502389215
46463, ,Shelter,29,inbound,forward facing back of sidewalk,sidewalk, ,1484122.704080587252975,563032.486332409665920
46464, , ,29,inbound,forward facing edge of pavement,sidewalk, ,1484750.286486841039732,559749.539486258407123
46465, , ,29,outbound,forward facing edge of pavement, ,transfer point,1484717.597903930116445,559809.440285066608340
46467, , ,43,outbound,forward facing back of curb,sidewalk, ,1446203.992188506526873,489850.170755083323456
46468, , ,43,inbound,forward facing back of curb,sidewalk, ,1446338.305896258680150,489719.901330589724239
46475, , ,39,inbound,forward facing back of curb,sidewalk, ,1461994.139742007944733,530712.983386235893704
46477, , ,27,outbound,forward facing back of sidewalk,sidewalk, ,1482631.335344172548503,505493.862892822944559
46483, , ,"14, 28",inbound,forward facing back of curb,sidewalk, ,1460092.275435500778258,521766.878903162491042
46484, , ,1,inbound,forward facing edge of pavement, , ,1431759.344568675616756,562469.195792317041196
46485, , ,7,inbound,forward facing edge of pavement, , ,1450301.770410264842212,580697.018260499113239
46486, , ,7,outbound,forward facing edge of pavement, , ,1450352.066569496644661,580658.590843909536488
46487, , ,7,inbound,forward facing edge of pavement, , ,1446291.178365832427517,583524.084456751239486
46488, , ,"53x, 7",inbound,forward facing edge of pavement, , ,1447062.117768846917897,582432.915707328938879
46489, , ,"53x, 7",outbound,forward facing back of curb,sidewalk, ,1447081.955983748193830,582472.950732252560556
46490, , ,7,outbound,forward facing back of curb,sidewalk, ,1446335.042123251361772,583509.067754509276710
46491, , ,43,outbound,forward facing back of sidewalk,sidewalk, ,1445669.857101925881580,491339.073945258744061
46492, , ,42,outbound,forward facing edge of pavement, , ,1424288.981556676328182,493601.652097250800580
46493, , ,42,inbound,forward facing edge of pavement, , ,1424294.422818754566833,493558.229611908318475
46494, , ,1,outbound,forward facing edge of pavement, , ,1428823.862250679405406,562990.140288488590159
46495, , ,1,inbound,forward facing back of sidewalk,sidewalk, ,1429481.365200750762597,563002.221629171515815
46497, , ,"77x, 99",not applicable,forward facing back of curb,sidewalk, ,1445111.156447670189664,642655.374002329539508
46498, , ,19,inbound,forward facing back of curb,sidewalk, ,1445261.067237085197121,537049.631474089110270
46499, , ,19,outbound,forward facing back of curb,sidewalk, ,1445294.319139086408541,537070.485763070522808
46500, , ,"18, 34",inbound,forward facing edge of pavement, , ,1427826.748431258136407,559133.710337335942313
46501, , ,18,inbound,forward facing back of curb,sidewalk, ,1407689.141068763565272,570960.865816830541007
46502, ,Shelter,18,outbound,forward facing edge of pavement, , ,1407717.049805589951575,570938.830099756130949
46503, , ,18,inbound,forward facing back of curb,sidewalk, ,1417316.041106259450316,577088.901460996945389
46504, , ,18,outbound,forward facing back of curb,sidewalk, ,1417326.080456247786060,577038.105302742216736
46505, , ,"1, 18",inbound,forward facing back of curb,sidewalk, ,1419114.108376255957410,578559.157706841826439
46506, , ,"1, 18",outbound,forward facing back of curb,sidewalk, ,1418901.054012334207073,578404.989708081586286
46507, , ,"1, 18",outbound,forward facing back of curb,sidewalk, ,1419880.100938759045675,579892.107140670064837
46508, , ,"1, 18",not applicable,forward facing back of curb,sidewalk, ,1419156.906518998090178,580557.885992836905643
46511, , ,43,inbound,forward facing edge of pavement,sidewalk, ,1449123.006691673304886,487841.920178421481978
46512, , ,43,outbound,forward facing edge of pavement,sidewalk, ,1449068.554700844455510,487810.170241914107464
46517, , ,43,inbound,forward facing back of sidewalk,sidewalk, ,1445651.464094090042636,492485.293437586107757
46518, , ,"1, 18",inbound,forward facing back of curb,sidewalk, ,1419885.131112419534475,579844.321475089062005
46519, , ,18,inbound,forward facing edge of pavement, , ,1412522.219001004239544,574266.730924245552160
46520, , ,18,outbound,forward facing edge of pavement, , ,1412266.713934594299644,574081.782147172722034
46521, , ,"53x, 7",outbound,forward facing back of curb,sidewalk, ,1445818.694074593251571,584749.832005257136188
46522, , ,7,inbound,forward facing edge of pavement, , ,1445987.480810499284416,585194.411496671382338
46523,Bench, ,39,inbound,forward facing back of curb,sidewalk, ,1466792.592743508517742,534070.497012418112718
46524, , ,39,outbound,forward facing back of curb,sidewalk, ,1466792.737756335176528,534178.238922918797471
46525, , ,"50, 54",not applicable,forward facing back of curb, , ,1475495.688526250422001,575934.052064669202082
46527, , ,18,inbound,forward facing edge of pavement, , ,1418128.408576003974304,564253.970766070298851
46528, , ,18,outbound,forward facing edge of pavement, , ,1418311.614574422361329,564220.522670242120512
46529, , ,18,inbound,forward facing edge of pavement, , ,1416100.449049257673323,564824.984715913422406
46530, , ,18,outbound,forward facing back of curb, , ,1415871.918994506588206,564966.362057831254788
46531, , ,18,inbound,forward facing edge of pavement, , ,1410504.667918002232909,573192.923360573011450
46532, , ,18,outbound,forward facing back of curb, , ,1410467.760511510074139,573122.673829161445610
46533, , ,18,inbound,forward facing back of curb, , ,1412503.211493095848709,566524.745752077433281
46534, , ,18,outbound,forward facing back of curb,sidewalk, ,1412546.160882257623598,566598.518242344842292
46535, , ,60,not applicable,forward facing back of curb, , ,1425916.994704836513847,529060.575929915881716
46536, , ,16,outbound,forward facing back of curb,sidewalk, ,1407171.207065261900425,499409.605704428278841
46539, , ,34,inbound,forward facing edge of pavement, , ,1428574.769244917901233,561759.838943333597854
46548, , ,57,inbound,forward facing back of sidewalk,sidewalk, ,1446582.169581762282178,513028.606353501265403
46549, , ,57,outbound,forward facing back of sidewalk,sidewalk, ,1446655.959132337011397,513057.442581906681880
46550, , ,18,outbound,forward facing edge of pavement, , ,1410072.115305414656177,568734.991987749119289
46551, , ,18,inbound,forward facing edge of pavement, , ,1410012.566540011204779,568756.927639418048784
46552, , ,18,outbound,forward facing edge of pavement,sidewalk, ,1415222.694243094418198,575663.169076243648306
46553, , ,18,inbound,forward facing edge of pavement, , ,1414981.265920168254524,575660.658254499547184
46554, , ,"77x, 99",not applicable,forward facing edge of pavement, , ,1447556.726031595375389,643155.943867338704877
46555, , ,18,inbound,forward facing edge of pavement, , ,1410911.127735005458817,573420.355976583436131
46556, , ,18,outbound,forward facing edge of pavement, , ,1411003.657077514100820,573421.791341172880493
46557, , ,35,inbound,forward facing edge of pavement, , ,1409693.884762667585164,548368.720712502370588
46558, , ,35,outbound,forward facing back of curb, , ,1409582.111692258389667,548469.595838835230097
46559, , ,29,inbound,forward facing back of curb,sidewalk, ,1485312.226635923143476,562267.042653324082494
46560, , ,17,inbound,forward facing back of curb,sidewalk, ,1487965.046461499761790,507655.572808251017705
46561, , ,57,not applicable,forward facing back of curb,sidewalk, ,1430743.842990763485432,508568.138896510587074
46562, , ,57,inbound,forward facing back of curb,sidewalk, ,1430125.362928499700502,508128.277571485145018
46563, , ,57,inbound,forward facing back of curb,sidewalk, ,1431055.224585836753249,510256.983287832583301
46564, , ,29,inbound,forward facing back of curb,sidewalk, ,1486621.374608165118843,559772.018443914945237
46565, , ,29,outbound,forward facing edge of pavement, , ,1486643.364721678430215,559800.757231583120301
46570, , ,17,inbound,forward facing edge of pavement,sidewalk, ,1486530.329842751612887,510213.036525334056932
46575, , ,17,outbound,forward facing back of curb,sidewalk, ,1486456.174807346658781,510212.863953488355037
46577, , ,97, , , , ,1442169.777816003654152,615295.582265332341194
46578, , ,97,outbound,forward facing back of curb,sidewalk, ,1442283.955409175250679,615314.541544997366145
46580, , ,97,outbound,forward facing back of curb,sidewalk, ,1442340.699062086176127,617311.959466166794300
46581, , ,97,inbound,forward facing back of sidewalk,sidewalk, ,1442585.502706341212615,617606.934597983956337
46582, , ,97,outbound,forward facing edge of pavement,sidewalk, ,1441882.987707176944241,620653.237232403131202
46583, , ,97,inbound,forward facing back of curb,sidewalk, ,1441842.913968420820311,620581.916508918977343
46593, , ,43,inbound,forward facing edge of pavement,sidewalk, ,1448611.069067261181772,485604.814088323619217
46594,Bench, ,"35, 5", , , , ,1448264.827961840201169,541105.038389502442442
46601, , ,18,inbound,forward facing edge of pavement, , ,1409213.751536584459245,571963.139730912400410
46602, , ,18,outbound,forward facing edge of pavement, , ,1409178.014075256185606,571817.152161997859366
46603, , ,18, , , , ,1418517.944214262533933,578235.597658416721970
46604, , ,"1, 18", , , , ,1417944.864651761250570,577766.715722172404639
46620, , ,50,outbound,forward facing back of sidewalk,sidewalk, ,1470847.082994096679613,577428.032016330980696
46625, , ,50,outbound,forward facing back of sidewalk, , ,1471244.263630173169076,578753.572672322741710
46640, , ,60,not applicable,forward facing back of curb,sidewalk, ,1429306.581757671199739,524492.348845917964354
46641, , ,60,not applicable,forward facing back of curb,sidewalk, ,1427598.760370173724368,526456.696951335412450
46642, , ,60,not applicable,forward facing back of curb,sidewalk, ,1427253.444787837332115,526650.829108999110758
46645, , ,60,not applicable,forward facing back of curb,sidewalk, ,1429237.842065760167316,524430.333878083387390
46654, , ,18,outbound,forward facing edge of pavement, , ,1419958.310428001219407,563320.410297257825732
46655, , ,18,inbound,forward facing edge of pavement, , ,1419879.275809177896008,563308.489061232423410
46660, , ,99,inbound,forward facing edge of pavement, , ,1451345.472063011024147,594126.926439992268570
46665, , ,99,outbound,forward facing edge of pavement, , ,1451226.446054344996810,594091.640093247406185
46688, , ,62x,inbound,rear facing back of curb,sidewalk, ,1457049.328437424963340,479518.362678583071101
46689,Bench, ,7,outbound,forward facing back of sidewalk,sidewalk, ,1451455.904256840934977,573370.956469071097672
46692,Bench, ,7,inbound,forward facing back of curb,sidewalk, ,1451342.014064675662667,573279.151534575736150
46694, , ,52x,outbound,forward facing back of sidewalk,sidewalk, ,1485662.791551596019417,523894.647613506705966
46695, ,Shelter,16,not applicable,forward facing back of curb,sidewalk, ,1404220.861588008003309,497310.450125835137442
46697, , ,52x,inbound,forward facing back of curb,sidewalk, ,1485871.820989168947563,523815.676642829086632
46698, ,Shelter,11,inbound,other,sidewalk, ,1455790.065864092670381,547779.031603167182766
46702, , ,59,outbound,forward facing back of curb,sidewalk, ,1472361.080294167390093,584221.816985165467486
46703, , ,59,outbound,forward facing back of curb,sidewalk, ,1472397.112702421145514,584252.115152920130640
46705, , ,59,outbound,forward facing back of sidewalk,sidewalk, ,1471013.751624011434615,586269.035987825016491
46710, , ,59,outbound,forward facing back of curb,sidewalk, ,1469555.728949507698417,587903.332587987068109
46715, , ,59,outbound,rear facing back of curb,sidewalk, ,1469647.524041512748227,587883.487155259004794
46720, , ,59,outbound,forward facing back of curb,sidewalk, ,1468808.622832170687616,589578.082191244349815
46725, , ,59,outbound,forward facing back of curb,sidewalk, ,1468860.556455337442458,589514.175822997814976
46730, , ,59,outbound,forward facing back of curb,sidewalk, ,1468335.747137507656589,591457.959665078436956
46731, , ,59, , , , ,1468636.847257086308673,590640.440302754403092
46732,Bench, ,59,outbound,forward facing back of curb,sidewalk, ,1467363.599147417582572,592266.441643915837631
46733, , ,59, ,forward facing back of sidewalk,sidewalk, ,1467392.034786080708727,592338.732181754196063
46735, , ,59,outbound, , , ,1468044.923572174971923,591784.609602318960242
46750, , ,55,outbound,forward facing back of sidewalk,sidewalk, ,1423944.083624428370968,502761.662648578989320
46755, , ,55,inbound,forward facing back of sidewalk,sidewalk, ,1423887.130982422502711,502693.607010418316349
49090, , ,43,outbound,forward facing back of curb,sidewalk, ,1447509.941676339600235,488894.001407584466506
49093, , ,43,inbound,forward facing back of curb,sidewalk, ,1448234.058994509279728,484754.232128074916545
49293, , ,29, , , , ,1469609.172084087040275,532624.395245826919563
49294, , ,221,outbound,forward facing back of curb,sidewalk, ,1470531.501604249468073,532758.242747168289497
49296,Bench, ,221,not applicable,other,sidewalk, ,1469486.518457999452949,531981.214445572113618
49297, , ,"19, 51",inbound,forward facing back of curb,sidewalk, ,1438531.000316672027111,487644.997015834087506
49298, , ,18,inbound,forward facing back of curb,sidewalk, ,1408552.554696252103895,571458.699466831283644
49310, , ,"48x, 99",not applicable,forward facing edge of pavement,sidewalk,transfer point,1444495.564831084338948,620318.997743423096836
49311, , ,"48x, 99", , , , ,1444389.621473425067961,620245.636013487819582
49330, , ,22,inbound,forward facing back of sidewalk,sidewalk, ,1463447.982306753750890,565491.379052406875417
49331, , ,30,inbound,forward facing back of sidewalk,sidewalk, ,1442055.910917749162763,526890.632763247936964
49334, , ,42,inbound,forward facing edge of pavement, , ,1418254.321053838590160,496533.066509999742266
49335, , ,17,inbound,forward facing back of curb,sidewalk, ,1479238.415948920883238,520419.918342493474483
49336, , ,39,inbound,forward facing back of curb,sidewalk, ,1463842.245953925885260,530102.929488252149895
49337, , ,39,outbound,forward facing back of curb,sidewalk, ,1463778.688338256906718,530140.842798251658678
49338, , ,42,inbound,forward facing back of sidewalk,sidewalk, ,1428705.539652668172494,493194.557767086138483
49339, , ,42,outbound,forward facing back of sidewalk,sidewalk, ,1428733.939858339494094,493317.772743758512661
49350, , ,46x,outbound,forward facing back of curb, , ,1498708.402271337807178,542615.428413314861245
49351, , ,46x,inbound,forward facing back of curb,sidewalk, ,1498715.117809094721451,542694.666443830472417
49360, , ,46x,outbound,forward facing back of curb, , ,1502335.006566664436832,546041.402204411104321
49361, , ,46x,inbound,forward facing back of curb,sidewalk, ,1502341.414034179644659,546120.645812321687117
49370, , ,46x,inbound,forward facing edge of pavement, , ,1505058.633993425639346,551089.560087080113590
49380, , ,51,outbound,forward facing back of curb,sidewalk, ,1482855.291589176980779,503896.026521582796704
49381, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1482780.452828088076785,503788.860069249058142
49385, , ,51,inbound,forward facing back of curb,sidewalk, ,1479938.171439179684967,502493.566400001174770
49386, , ,51,outbound,forward facing back of curb,sidewalk, ,1479952.488011589273810,502576.670892589201685
49390, , ,51,outbound,forward facing back of curb,sidewalk, ,1476645.000860176049173,501322.603518828982487
49391, , ,51,inbound,forward facing back of curb,sidewalk, ,1477142.636675914982334,501217.738242997264024
49394, , ,51,outbound,forward facing back of curb,sidewalk, ,1475991.008401760365814,501295.558297328883782
49395, , ,51,inbound,forward facing back of curb,sidewalk, ,1475448.704040178330615,501055.800246659142431
49400, , ,51,outbound,forward facing back of curb,sidewalk, ,1473060.985390416579321,499638.103935091756284
49401, , ,51,inbound,forward facing back of curb,sidewalk, ,1473314.244070253102109,499751.180152491841000
49402, , ,51,outbound,forward facing back of curb,sidewalk, ,1471698.939886173699051,498467.314609989232849
49403, , ,51,inbound,forward facing back of curb,sidewalk, ,1471626.372117930557579,498289.155845567933284
49406, , ,51,inbound,forward facing edge of pavement,sidewalk, ,1470394.839804090093821,497549.257719077228103
49407, , ,51,inbound,forward facing edge of pavement,sidewalk, ,1470502.090901919873431,497508.032735926739406
49410, , ,51,outbound,forward facing back of sidewalk,sidewalk, ,1468537.122062838636339,496390.368960748543032
49411, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1468480.114630930358544,496213.759733918297570
49414, , ,51,outbound,forward facing back of sidewalk,sidewalk, ,1467637.082852431340143,496078.170766238006763
49420, , ,51,outbound,rear facing back of curb,sidewalk, ,1466478.980509838089347,495539.861475418263581
49421, , ,51,inbound,rear facing back of curb,sidewalk, ,1466632.556646249955520,495512.713891908701044
49425, , ,51,inbound,forward facing back of curb,sidewalk, ,1462572.760960094630718,493498.039115507795941
49430, , ,51,outbound,forward facing back of curb,sidewalk, ,1457390.555445259436965,491622.337158252717927
49431, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1457517.285834840266034,491549.769718074821867
49433, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1454796.714832417434081,490557.472162003978156
49434, , ,51,outbound,forward facing back of curb,sidewalk, ,1454718.245501169236377,490585.849073746881913
49436, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1452525.030399420531467,490162.835156000743154
49437, , ,51,outbound,forward facing edge of pavement, , ,1452115.410811834968626,490438.658423257817049
49438, , ,51,inbound,forward facing back of curb,sidewalk, ,1450421.897794670891017,491603.451369245594833
49439, , ,51,outbound,forward facing back of curb,sidewalk, ,1450386.248587747802958,491698.024014750961214
49440, , ,51,outbound,forward facing back of sidewalk,sidewalk, ,1448926.598619929980487,491979.515249671181664
49441, , ,51,outbound,forward facing back of sidewalk,sidewalk, ,1448519.619118921225891,491943.391962328576483
49450, , ,51,outbound,forward facing back of sidewalk,sidewalk, ,1447734.554744175635278,492041.340257248375565
49451, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1447402.202718592714518,491947.787622841424309
49454, , ,51,outbound,forward facing back of curb,sidewalk, ,1446413.235864513088018,492037.554503673338331
49460, , ,51,outbound,forward facing back of sidewalk,sidewalk, ,1444881.041750425007194,492053.058409668796230
49461, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1446022.072932922979817,491967.318423667806201
49465, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1444617.621673591667786,491982.272133912891150
49470, , ,51,inbound,forward facing back of sidewalk,sidewalk, ,1442810.707308418815956,492074.730282327451278
49471, , ,51,outbound,forward facing back of curb,sidewalk, ,1442715.738010174827650,491988.424680655123666
49520, , ,"221, 40x, 46x",inbound,forward facing back of curb,sidewalk, ,1473240.547367253107950,532726.734608070109971
49521, , ,"40x, 46x",outbound,forward facing back of curb,sidewalk, ,1473841.061586182098836,532843.108391073998064
49523, , ,"40x, 46x",outbound,forward facing back of sidewalk,sidewalk, ,1477034.231709011364728,533733.379576407722197
49524, , ,"40x, 46x",inbound,forward facing back of sidewalk,sidewalk, ,1476985.777737667551264,533848.894765320117585
49602, , ,"11, 50, 54", , , , ,1474156.060299999080598,565914.860816992120817
49603, , ,"50, 54", , , , ,1474115.170946083497256,565763.431985991541296
49610, , ,"11, 50, 54",inbound, ,sidewalk, ,1474067.968940758844838,566819.524033905123360
49611, , ,"50, 54", , , , ,1474149.955325340619311,566898.877877824008465
49620,Bench,Shelter,11,not applicable,forward facing back of sidewalk,sidewalk, ,1475551.752062415704131,567525.956020002719015
49800, ,Shelter,51,not applicable,forward facing back of curb,sidewalk, ,1493285.220204344950616,497545.365994582185522
49840, , ,"98, 99",outbound,forward facing edge of pavement, , ,1453345.070426007267088,594793.923465584171936
49841, , ,"98, 99",inbound,forward facing edge of pavement,sidewalk, ,1453269.912767925765365,594744.349745836691000
49850, , ,"59, 98",not applicable,forward facing back of sidewalk,sidewalk, ,1455152.754802756709978,595260.738476831815206
49854, , ,99,inbound,forward facing back of curb,sidewalk, ,1453560.431543834507465,597010.445935418596491
49855, , ,99,outbound,forward facing back of curb,sidewalk, ,1453434.751020929310471,597485.625103165977634
49860, , ,99,inbound,forward facing edge of pavement, , ,1452837.699721596669406,603857.504747824277729
49861, , ,99,outbound,forward facing edge of pavement,sidewalk, ,1452837.587845169240609,603770.870734743191861
49910, , ,"50, 54",inbound,forward facing back of curb, , ,1472581.741598256165162,575663.306543165119365
49911, , ,54, , , , ,1473010.084573589731008,575725.932730250293389
49912, , ,"50, 54", , , , ,1473798.809046008856967,576794.828886406030506
49913, , ,54, , , , ,1473803.921568595804274,576713.200112656108104
49920, , ,18,outbound,forward facing edge of pavement, , ,1414087.067249256186187,575404.596430663717911
49921, , ,18,inbound,forward facing back of sidewalk,sidewalk, ,1414014.225859499303624,575417.686627569375560
49928, , ,"50, 54",not applicable,forward facing back of sidewalk,sidewalk, ,1472088.620865337783471,569724.571373400744051
49929, , ,54, , , , ,1472140.111576012568548,569650.124015744775534
49930, , ,50,not applicable,forward facing edge of pavement, , ,1473839.259752505691722,570508.426433005020954
49940, , ,29,not applicable,forward facing back of sidewalk,sidewalk, ,1484297.289689428405836,563665.724567234516144
49950, , ,53x,not applicable,forward facing back of curb,sidewalk, ,1467376.362901427783072,595327.560849747504108
49955, , ,53x,inbound,forward facing back of sidewalk,sidewalk, ,1466978.702935583423823,594305.292881165281869
49990, , ,"55, 56",outbound,forward facing back of curb,sidewalk, ,1411132.922895095078275,520111.078408998087980
49991, , ,56, , , , ,1410663.689253502991050,520491.326992332644295
52000, ,Shelter,"55, 56",not applicable,forward facing back of sidewalk,sidewalk, ,1410469.613526173867285,522818.681589584215544
52020, , ,"55, 56",inbound,forward facing back of curb,sidewalk, ,1413729.126036011613905,523560.362192834203597
52030, , ,"55, 56",inbound,forward facing back of curb,sidewalk, ,1411112.470508178928867,519713.254729564883746
52031, , ,56, , , , ,1411219.434205002849922,519650.340813408547547
52040, , ,"55, 56",inbound,forward facing edge of pavement, , ,1411154.793586262501776,516996.150911824079230
52060,Bench, ,55,inbound,forward facing back of sidewalk,sidewalk, ,1410248.798351013334468,513634.655338248936459
52070, , ,55,inbound,forward facing back of sidewalk,sidewalk, ,1409732.079568169545382,512609.679697902407497
52080, , ,55,inbound,forward facing back of curb, , ,1410551.887967916205525,512441.224654246878345
52090, , ,55,inbound,rear facing back of curb, , ,1411976.891679593129084,512046.388829745294061
52100, , ,55,inbound,forward facing back of curb, , ,1410877.914874915964901,510654.730851921194699
52110, , ,55,inbound,forward facing back of curb, , ,1410028.163621670799330,510402.609636999608483
52120, , ,55,inbound,forward facing edge of pavement, , ,1412049.640221751993522,509032.752796655753627
52130, , ,55,inbound,forward facing edge of pavement, , ,1414325.971627093851566,508929.495129164133687
52190, , ,"77x, 97, 99",inbound,forward facing back of curb,sidewalk, ,1448374.009173921076581,640135.984027998521924
52191, , ,"77x, 97, 99",outbound,forward facing back of sidewalk,sidewalk, ,1448437.361081338953227,640260.390275247162208
52199, , ,"77x, 99",outbound,forward facing back of curb,sidewalk, ,1449058.446453338954598,640934.993256753892638
52220, , ,"34, 8",inbound,forward facing back of curb,sidewalk, ,1441720.383373595541343,546281.119572749361396
52221, , ,"34, 8",outbound,forward facing back of sidewalk,sidewalk, ,1441517.509107419522479,546323.890812651021406
52270, , ,16,outbound,forward facing back of sidewalk,sidewalk, ,1418358.949125414947048,505657.079758003528696
52271, , ,16,inbound,forward facing back of sidewalk,sidewalk, ,1418547.215481164632365,505741.116335334838368
52290, , ,52x,inbound,forward facing edge of pavement,sidewalk, ,1489590.799771672347561,522892.412085164745804
52400, , ,"18, 34",inbound,forward facing edge of pavement,sidewalk, ,1424682.405966675607488,557245.667853595456108
52420, , ,16,outbound,forward facing back of sidewalk,sidewalk, ,1412215.147108591394499,502305.102209988515824
52421, , ,16,inbound,forward facing back of sidewalk,sidewalk, ,1413884.130319170420989,502924.766981165739708
52429, , ,34, , , , ,1428765.301016085548326,562785.964515747153200
52430, , ,"1, 34",outbound, , , ,1425863.045993842883036,562584.354026576271281
52440, , ,"18, 34",not applicable,forward facing back of sidewalk,sidewalk, ,1422117.476057177409530,560362.428352325106971
52450, , ,16,inbound,forward facing back of curb,sidewalk, ,1405761.367693340871483,498557.616594757710118
52460, , ,16, ,forward facing back of sidewalk,sidewalk, ,1405304.375497093191370,497905.723213508434128
52462, , ,16,inbound,forward facing back of curb,sidewalk, ,1405426.404124416876584,498292.771323913359083
52472, , ,39,inbound, ,sidewalk, ,1472723.402732258895412,556013.537115752580576
52474, , ,39,inbound, ,sidewalk, ,1473510.814215174410492,555518.319602244300768
52478, , ,34,outbound,forward facing edge of pavement, , ,1423990.935236760647967,561926.520696590305306
52480, , ,34,outbound,forward facing edge of pavement, , ,1422376.502113930415362,562179.645846493192948
52494, , ,82x,not applicable,forward facing edge of pavement, , ,1421314.519001668086275,495815.858298744948115
52511, , ,1,outbound,forward facing back of curb, , ,1431759.655919751618057,562516.511970657273196
52512,Bench, ,1,inbound, , , ,1432053.152708090608940,562380.565392164513469
